run_id,baslangic_ts_utc,bitis_ts_utc,etiket,senaryo,sensor,status,traffic_mode,cleanup_ok,mitre,notlar
13,2026-07-25T13:10:11.622544+00:00,2026-07-25T13:10:13.638394+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
13,2026-07-25T13:10:14.250228+00:00,2026-07-25T13:10:59.250740+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
13,2026-07-25T13:11:00.461911+00:00,2026-07-25T13:11:02.483387+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
13,2026-07-25T13:11:03.086000+00:00,2026-07-25T13:11:48.100520+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
13,2026-07-25T13:11:49.306713+00:00,2026-07-25T13:11:55.313621+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
13,2026-07-25T13:11:55.818025+00:00,2026-07-25T13:12:40.832474+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
13,2026-07-25T13:12:42.040020+00:00,2026-07-25T13:12:48.045838+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
13,2026-07-25T13:12:48.561325+00:00,2026-07-25T13:13:33.561488+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
13,2026-07-25T13:13:34.762570+00:00,2026-07-25T13:13:40.784023+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
13,2026-07-25T13:13:41.289079+00:00,2026-07-25T13:14:26.298739+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
13,2026-07-25T13:14:27.507578+00:00,2026-07-25T13:14:33.514037+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
13,2026-07-25T13:14:34.027823+00:00,2026-07-25T13:15:19.030281+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
13,2026-07-25T13:15:20.238735+00:00,2026-07-25T13:15:26.245546+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
13,2026-07-25T13:15:26.754952+00:00,2026-07-25T13:16:11.760715+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
14,2026-07-25T13:20:58.699837+00:00,2026-07-25T13:22:28.704282+00:00,normal,baseline,ot,ok,isolated,,,warmup
14,2026-07-25T13:22:29.907897+00:00,2026-07-25T13:22:30.337492+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
14,2026-07-25T13:22:30.838871+00:00,2026-07-25T13:23:15.840193+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
14,2026-07-25T13:23:17.053117+00:00,2026-07-25T13:23:17.058002+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
14,2026-07-25T13:23:17.672634+00:00,2026-07-25T13:24:02.673669+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
14,2026-07-25T13:24:03.886194+00:00,2026-07-25T13:24:03.898843+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
14,2026-07-25T13:24:04.502731+00:00,2026-07-25T13:24:49.512388+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
14,2026-07-25T13:24:50.723975+00:00,2026-07-25T13:24:50.740746+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
14,2026-07-25T13:24:51.345293+00:00,2026-07-25T13:25:36.358959+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
14,2026-07-25T13:25:37.573841+00:00,2026-07-25T13:25:37.580564+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
14,2026-07-25T13:25:38.195928+00:00,2026-07-25T13:26:23.195429+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
14,2026-07-25T13:26:24.397466+00:00,2026-07-25T13:26:24.421366+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
14,2026-07-25T13:26:25.034831+00:00,2026-07-25T13:27:10.041920+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
14,2026-07-25T13:27:11.250033+00:00,2026-07-25T13:27:11.867286+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [214, 16, 7, 2, 8, 7] derece (out-of-band x6); cleanup=HR4=90"
14,2026-07-25T13:27:12.477561+00:00,2026-07-25T13:27:57.478073+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
14,2026-07-25T13:27:58.688845+00:00,2026-07-25T13:27:59.309365+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [238, 33, 8, 353, 232, 290] derece (out-of-band x6); cleanup=HR4=90"
14,2026-07-25T13:27:59.916628+00:00,2026-07-25T13:28:44.925392+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
14,2026-07-25T13:28:46.136389+00:00,2026-07-25T13:28:46.751543+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [37, 216, 243, 17, 296, 0] derece (out-of-band x6); cleanup=HR4=90"
14,2026-07-25T13:28:47.345127+00:00,2026-07-25T13:29:32.349311+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
14,2026-07-25T13:29:33.562732+00:00,2026-07-25T13:29:34.191756+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [244, 260, 9, 12, 253, 173] derece (out-of-band x6); cleanup=HR4=90"
14,2026-07-25T13:29:34.801231+00:00,2026-07-25T13:30:19.806957+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
14,2026-07-25T13:30:21.022863+00:00,2026-07-25T13:30:21.632035+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [231, 262, 17, 286, 232, 26] derece (out-of-band x6); cleanup=HR4=90"
14,2026-07-25T13:30:22.229052+00:00,2026-07-25T13:31:07.234791+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
14,2026-07-25T13:31:08.448553+00:00,2026-07-25T13:31:08.467386+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
14,2026-07-25T13:31:09.070463+00:00,2026-07-25T13:31:54.083444+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
14,2026-07-25T13:31:55.284252+00:00,2026-07-25T13:31:55.307902+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
14,2026-07-25T13:31:55.919783+00:00,2026-07-25T13:32:40.920080+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
14,2026-07-25T13:32:42.130897+00:00,2026-07-25T13:32:42.143153+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
14,2026-07-25T13:32:42.754636+00:00,2026-07-25T13:33:27.755867+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
14,2026-07-25T13:33:28.966874+00:00,2026-07-25T13:33:28.986119+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
14,2026-07-25T13:33:29.602525+00:00,2026-07-25T13:34:14.616164+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
14,2026-07-25T13:34:15.830976+00:00,2026-07-25T13:34:15.929067+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
14,2026-07-25T13:34:16.545103+00:00,2026-07-25T13:35:01.556616+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
14,2026-07-25T13:35:02.768475+00:00,2026-07-25T13:35:05.274563+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
14,2026-07-25T13:35:05.877179+00:00,2026-07-25T13:35:50.883695+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
14,2026-07-25T13:35:52.084145+00:00,2026-07-25T13:35:54.518556+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
14,2026-07-25T13:35:55.121586+00:00,2026-07-25T13:36:40.134728+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
14,2026-07-25T13:36:41.348709+00:00,2026-07-25T13:36:43.761539+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
14,2026-07-25T13:36:44.362232+00:00,2026-07-25T13:37:29.364211+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
14,2026-07-25T13:37:30.575453+00:00,2026-07-25T13:37:33.005453+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
14,2026-07-25T13:37:33.614141+00:00,2026-07-25T13:38:18.614609+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
14,2026-07-25T13:38:19.826159+00:00,2026-07-25T13:38:22.248617+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
14,2026-07-25T13:38:22.853012+00:00,2026-07-25T13:39:07.855496+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
14,2026-07-25T13:39:09.071351+00:00,2026-07-25T13:39:11.091411+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
14,2026-07-25T13:39:11.702049+00:00,2026-07-25T13:39:56.716345+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
14,2026-07-25T13:39:57.927800+00:00,2026-07-25T13:40:00.034741+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
14,2026-07-25T13:40:00.637807+00:00,2026-07-25T13:40:45.650177+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
14,2026-07-25T13:40:46.854600+00:00,2026-07-25T13:40:48.877632+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
14,2026-07-25T13:40:49.490709+00:00,2026-07-25T13:41:34.505106+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
14,2026-07-25T13:41:35.717600+00:00,2026-07-25T13:41:37.821293+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
14,2026-07-25T13:41:38.428235+00:00,2026-07-25T13:42:23.429862+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
14,2026-07-25T13:42:24.634718+00:00,2026-07-25T13:42:26.663974+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
14,2026-07-25T13:42:27.269077+00:00,2026-07-25T13:43:12.276603+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
14,2026-07-25T13:43:13.483069+00:00,2026-07-25T13:43:19.489746+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
14,2026-07-25T13:43:19.993071+00:00,2026-07-25T13:44:05.003421+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
14,2026-07-25T13:44:06.216116+00:00,2026-07-25T13:44:12.222360+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
14,2026-07-25T13:44:12.736085+00:00,2026-07-25T13:44:57.747277+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
14,2026-07-25T13:44:58.954978+00:00,2026-07-25T13:45:04.961511+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
14,2026-07-25T13:45:05.471852+00:00,2026-07-25T13:45:50.476718+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
14,2026-07-25T13:45:51.687877+00:00,2026-07-25T13:45:57.693466+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
14,2026-07-25T13:45:58.206198+00:00,2026-07-25T13:46:43.207550+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
14,2026-07-25T13:46:44.417560+00:00,2026-07-25T13:46:50.424534+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
14,2026-07-25T13:46:50.932357+00:00,2026-07-25T13:47:35.934494+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
15,2026-07-25T13:50:40.807584+00:00,2026-07-25T13:52:10.821827+00:00,normal,baseline,ot,ok,isolated,,,warmup
15,2026-07-25T13:52:12.033945+00:00,2026-07-25T13:52:12.545321+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
15,2026-07-25T13:52:13.055470+00:00,2026-07-25T13:52:43.065729+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
15,2026-07-25T13:52:44.283324+00:00,2026-07-25T13:52:44.355385+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
15,2026-07-25T13:52:44.966120+00:00,2026-07-25T13:53:14.965478+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
15,2026-07-25T13:53:16.171179+00:00,2026-07-25T13:53:16.184325+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
15,2026-07-25T13:53:16.791212+00:00,2026-07-25T13:53:46.794182+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
15,2026-07-25T13:53:48.001688+00:00,2026-07-25T13:53:48.013645+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
15,2026-07-25T13:53:48.621840+00:00,2026-07-25T13:54:18.622104+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
15,2026-07-25T13:54:19.828695+00:00,2026-07-25T13:54:19.842898+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
15,2026-07-25T13:54:20.447647+00:00,2026-07-25T13:54:50.458414+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
15,2026-07-25T13:54:51.665925+00:00,2026-07-25T13:54:51.675889+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
15,2026-07-25T13:54:52.284807+00:00,2026-07-25T13:55:22.287252+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
15,2026-07-25T13:55:23.499339+00:00,2026-07-25T13:55:24.107850+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [22, 37, 277, 312, 16, 9] derece (out-of-band x6); cleanup=HR4=90"
15,2026-07-25T13:55:24.703803+00:00,2026-07-25T13:55:54.710246+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
15,2026-07-25T13:55:55.920088+00:00,2026-07-25T13:55:56.538274+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [293, 13, 20, 295, 303, 325] derece (out-of-band x6); cleanup=HR4=90"
15,2026-07-25T13:55:57.142993+00:00,2026-07-25T13:56:27.153115+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
15,2026-07-25T13:56:28.363351+00:00,2026-07-25T13:56:29.068135+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [30, 26, 318, 24, 268, 16] derece (out-of-band x6); cleanup=HR4=90"
15,2026-07-25T13:56:29.678013+00:00,2026-07-25T13:56:59.684389+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
15,2026-07-25T13:57:00.897192+00:00,2026-07-25T13:57:01.599889+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [269, 327, 21, 351, 4, 13] derece (out-of-band x6); cleanup=HR4=90"
15,2026-07-25T13:57:02.194907+00:00,2026-07-25T13:57:32.199178+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
15,2026-07-25T13:57:33.409530+00:00,2026-07-25T13:57:34.028740+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [308, 178, 17, 283, 263, 37] derece (out-of-band x6); cleanup=HR4=90"
15,2026-07-25T13:57:34.631107+00:00,2026-07-25T13:58:04.633133+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
15,2026-07-25T13:58:05.843141+00:00,2026-07-25T13:58:05.852300+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
15,2026-07-25T13:58:06.461434+00:00,2026-07-25T13:58:36.475649+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
15,2026-07-25T13:58:37.681146+00:00,2026-07-25T13:58:37.781457+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
15,2026-07-25T13:58:38.390619+00:00,2026-07-25T13:59:08.395762+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
15,2026-07-25T13:59:09.608187+00:00,2026-07-25T13:59:09.610074+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
15,2026-07-25T13:59:10.214940+00:00,2026-07-25T13:59:40.218852+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
15,2026-07-25T13:59:41.431099+00:00,2026-07-25T13:59:41.439348+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
15,2026-07-25T13:59:42.047975+00:00,2026-07-25T14:00:12.051755+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
15,2026-07-25T14:00:13.266247+00:00,2026-07-25T14:00:13.269781+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
15,2026-07-25T14:00:13.871123+00:00,2026-07-25T14:00:43.880035+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
15,2026-07-25T14:00:45.083182+00:00,2026-07-25T14:00:47.505816+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
15,2026-07-25T14:00:48.104495+00:00,2026-07-25T14:01:18.111599+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
15,2026-07-25T14:01:19.318662+00:00,2026-07-25T14:01:21.736959+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
15,2026-07-25T14:01:22.339719+00:00,2026-07-25T14:01:52.353197+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
15,2026-07-25T14:01:53.562377+00:00,2026-07-25T14:01:56.069873+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
15,2026-07-25T14:01:56.670497+00:00,2026-07-25T14:02:26.678244+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
15,2026-07-25T14:02:27.889305+00:00,2026-07-25T14:02:30.301055+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
15,2026-07-25T14:02:30.905575+00:00,2026-07-25T14:03:00.919137+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
15,2026-07-25T14:03:02.132104+00:00,2026-07-25T14:03:04.638213+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
15,2026-07-25T14:03:05.231665+00:00,2026-07-25T14:03:35.232246+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
15,2026-07-25T14:03:36.444857+00:00,2026-07-25T14:03:38.465571+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
15,2026-07-25T14:03:39.064902+00:00,2026-07-25T14:04:09.065975+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
15,2026-07-25T14:04:10.274960+00:00,2026-07-25T14:04:12.296078+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
15,2026-07-25T14:04:12.896625+00:00,2026-07-25T14:04:42.906125+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
15,2026-07-25T14:04:44.112816+00:00,2026-07-25T14:04:46.126600+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
15,2026-07-25T14:04:46.728313+00:00,2026-07-25T14:05:16.739014+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
15,2026-07-25T14:05:17.954259+00:00,2026-07-25T14:05:20.059031+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
15,2026-07-25T14:05:20.668311+00:00,2026-07-25T14:05:50.675919+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
15,2026-07-25T14:05:51.883635+00:00,2026-07-25T14:05:53.990960+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
15,2026-07-25T14:05:54.591364+00:00,2026-07-25T14:06:24.605743+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
15,2026-07-25T14:06:25.816787+00:00,2026-07-25T14:06:31.822224+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
15,2026-07-25T14:06:32.334824+00:00,2026-07-25T14:07:02.334544+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
15,2026-07-25T14:07:03.540112+00:00,2026-07-25T14:07:09.546799+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
15,2026-07-25T14:07:10.058757+00:00,2026-07-25T14:07:40.066009+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
15,2026-07-25T14:07:41.280571+00:00,2026-07-25T14:07:47.287010+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
15,2026-07-25T14:07:47.791047+00:00,2026-07-25T14:08:17.795447+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
15,2026-07-25T14:08:19.000451+00:00,2026-07-25T14:08:25.006008+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
15,2026-07-25T14:08:25.520902+00:00,2026-07-25T14:08:55.522154+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
15,2026-07-25T14:08:56.730225+00:00,2026-07-25T14:09:02.735311+00:00,attack,ais_spoof,signalk,ok,attack-only,true,T0856;T0830,12 sahte GPRMC enjekte edildi
15,2026-07-25T14:09:03.246594+00:00,2026-07-25T14:09:33.247435+00:00,normal,baseline,ot,ok,isolated,,,gap-after-ais_spoof
16,2026-07-25T14:10:12.091359+00:00,2026-07-25T14:11:42.103322+00:00,normal,baseline,ot,ok,isolated,,,warmup
